student_id,date,session_type,status
STU0007,2024-11-13,lecture,present
STU0007,2024-11-26,lab,present
STU0007,2025-01-07,mentoring,present
STU0008,2024-09-10,lecture,present
STU0008,2024-09-23,lab,present
STU0008,2024-10-08,lab,present
STU0008,2024-10-28,lab,present
STU0008,2024-10-29,mentoring,present
STU0008,2024-12-09,mentoring,present
STU0008,2024-12-31,lab,late
STU0009,2023-03-15,mentoring,absent
STU0009,2023-03-17,lecture,present
STU0009,2023-03-31,lecture,absent
STU0009,2023-04-20,lab,late
STU0009,2023-04-24,lecture,present
STU0009,2023-04-26,lab,present
STU0009,2023-05-23,lab,absent
STU0009,2023-06-02,lab,late
STU0009,2023-06-14,lab,present
STU0009,2023-06-21,mentoring,late
STU0009,2023-06-27,mentoring,late
STU0009,2023-07-27,mentoring,present
STU0009,2023-08-15,lecture,present
STU0009,2023-09-25,lab,present
STU0009,2023-11-21,lecture,present
STU0009,2023-11-28,lab,present
STU0009,2023-12-12,lecture,present
STU0009,2023-12-29,mentoring,present
STU0009,2024-01-29,lecture,absent
STU0009,2024-02-01,mentoring,present
STU0009,2024-02-13,mentoring,present
STU0009,2024-02-27,mentoring,present
STU0009,2024-03-06,lab,present
STU0009,2024-04-04,lab,present
STU0009,2024-04-23,mentoring,present
STU0009,2024-05-08,mentoring,present
STU0009,2024-05-20,lecture,late
STU0009,2024-06-25,lab,present
STU0009,2024-07-17,lecture,present
STU0009,2024-08-08,lab,late
STU0009,2024-08-22,lecture,present
STU0009,2024-10-10,lecture,present
STU0009,2024-12-04,lab,absent
STU0009,2025-01-01,mentoring,present
STU0010,2023-10-24,mentoring,absent
STU0010,2023-11-15,lab,present
STU0010,2024-01-08,mentoring,present
STU0010,2024-02-02,mentoring,present
STU0010,2024-04-25,lecture,absent
STU0010,2024-06-10,lecture,present
STU0010,2024-07-11,lab,present
STU0010,2024-07-12,mentoring,present
STU0010,2024-08-19,lecture,present
STU0010,2024-08-26,lab,present
STU0010,2024-10-23,mentoring,present
STU0010,2024-11-27,mentoring,late
STU0010,2024-12-04,lab,present
STU0010,2025-01-07,lab,present
STU0011,2024-03-15,lab,late
STU0011,2024-03-21,mentoring,present
STU0011,2024-03-28,lecture,present
STU0011,2024-04-18,mentoring,present
STU0011,2024-05-29,lab,present
STU0011,2024-06-06,lab,present
STU0011,2024-06-24,lab,present
STU0011,2024-08-01,lecture,present
STU0011,2024-08-07,lecture,present
STU0011,2024-09-09,mentoring,present
STU0011,2024-10-23,mentoring,present
STU0011,2024-11-05,lab,absent
STU0011,2024-12-10,mentoring,absent
STU0011,2024-12-12,lab,present
STU0011,2024-12-18,lecture,present
STU0011,2024-12-24,lecture,present
STU0011,2024-12-25,lab,present
STU0012,2024-08-29,lab,present
STU0012,2024-09-13,lab,present
STU0012,2024-11-13,lecture,present
STU0012,2024-12-20,lab,present
STU0013,2023-04-25,lecture,present
STU0013,2023-05-05,mentoring,present
STU0013,2023-05-11,mentoring,present
STU0013,2023-06-07,mentoring,present
STU0013,2023-06-21,lab,absent
STU0013,2023-06-23,lecture,present
STU0013,2023-07-07,mentoring,absent
STU0013,2023-08-17,lecture,present
STU0013,2023-08-22,lab,present
STU0013,2023-10-20,mentoring,present
STU0013,2023-10-27,lecture,present
STU0013,2023-11-09,mentoring,present
STU0013,2023-12-01,lab,present
STU0013,2024-01-02,lecture,present
STU0013,2024-01-16,lecture,present
STU0013,2024-01-22,lecture,present
STU0013,2024-02-05,lab,present
STU0013,2024-02-07,lecture,present
STU0013,2024-02-08,lab,absent
STU0013,2024-03-20,mentoring,present
STU0013,2024-03-25,lab,present
STU0013,2024-04-05,lecture,present
STU0013,2024-04-26,mentoring,absent
STU0013,2024-06-27,lab,present
STU0013,2024-07-16,mentoring,absent
STU0013,2024-08-16,lecture,present
STU0013,2024-09-17,mentoring,present
STU0013,2024-09-23,mentoring,present
STU0013,2024-09-30,lecture,late
STU0013,2024-10-07,mentoring,late
STU0013,2024-10-14,lab,late
STU0013,2024-10-16,mentoring,absent
STU0013,2024-11-22,lecture,present
STU0013,2024-12-03,mentoring,present
STU0013,2024-12-11,mentoring,present
STU0013,2025-01-10,lecture,present
STU0014,2023-10-10,mentoring,late
STU0014,2023-10-16,mentoring,present
STU0014,2023-11-21,mentoring,present
STU0014,2023-11-28,mentoring,present
STU0014,2023-12-25,lecture,present
STU0014,2024-02-12,lab,present
STU0014,2024-03-12,mentoring,present
STU0014,2024-03-18,lab,late
STU0014,2024-04-12,lab,absent
STU0014,2024-06-03,lab,present
STU0014,2024-06-14,lecture,present
STU0014,2024-06-26,lecture,present
STU0014,2024-07-12,lab,present
STU0014,2024-07-15,mentoring,present
STU0014,2024-07-26,mentoring,absent
STU0014,2024-07-29,lecture,present
STU0014,2024-08-07,mentoring,present
STU0014,2024-09-11,lecture,present
STU0014,2024-10-18,mentoring,present
STU0014,2024-10-23,lab,present
STU0014,2024-11-21,lecture,present
STU0014,2024-11-25,lab,present
STU0014,2024-12-20,lecture,absent
STU0014,2025-01-13,lecture,present
STU0014,2025-01-14,lab,absent
STU0015,2024-05-02,mentoring,present
STU0015,2024-07-16,lecture,present
STU0015,2024-07-19,mentoring,late
STU0015,2024-08-06,lecture,present
STU0015,2024-08-19,lab,present
STU0015,2024-09-30,lab,present
STU0015,2024-10-08,lab,absent
STU0015,2024-10-10,lecture,present
STU0015,2024-10-16,lab,present
STU0015,2024-10-17,mentoring,present
STU0015,2024-11-05,lecture,present
STU0015,2024-11-26,mentoring,late
STU0015,2024-12-05,lab,absent
STU0015,2024-12-26,lecture,present
STU0016,2024-09-06,lab,absent
STU0016,2024-10-30,lecture,present
STU0016,2024-10-31,lab,present
STU0016,2024-11-05,lab,present
STU0016,2024-11-06,mentoring,present
STU0016,2024-11-11,lab,absent
STU0016,2024-11-19,lab,absent
STU0016,2024-12-05,lecture,present
STU0016,2024-12-10,mentoring,present
STU0016,2024-12-17,lecture,late
STU0016,2025-01-14,lecture,late
STU0017,2023-03-06,lecture,present
STU0017,2023-03-29,mentoring,present
STU0017,2023-04-11,mentoring,present
STU0017,2023-04-19,lab,present
STU0017,2023-05-05,lab,present
STU0017,2023-05-09,lecture,present
STU0017,2023-07-03,lecture,late
STU0017,2023-07-13,mentoring,present
STU0017,2023-08-02,lab,present
STU0017,2023-08-30,mentoring,present
STU0017,2023-10-11,mentoring,present
STU0017,2023-11-24,lecture,absent
STU0017,2023-12-22,lab,present
STU0017,2023-12-27,lecture,present
STU0017,2024-01-23,lab,present
STU0017,2024-02-12,lab,present
STU0017,2024-02-14,lecture,present
STU0017,2024-02-20,lecture,absent
STU0017,2024-02-26,mentoring,present
STU0017,2024-03-14,lecture,present
STU0017,2024-03-18,mentoring,present
STU0017,2024-04-10,lecture,present
STU0017,2024-04-12,lab,present
STU0017,2024-04-17,lab,late
STU0017,2024-05-03,lab,present
STU0017,2024-05-13,lab,present
STU0017,2024-06-17,lab,present
STU0017,2024-07-09,mentoring,present
STU0017,2024-07-18,lecture,present
STU0017,2024-08-06,lecture,present
STU0017,2024-08-09,mentoring,present
STU0017,2024-09-26,mentoring,absent
STU0017,2024-10-28,mentoring,present
STU0017,2024-10-31,lecture,present
STU0017,2024-12-19,mentoring,present
STU0017,2025-01-07,mentoring,present
STU0018,2023-08-03,lab,present
STU0018,2023-08-08,lab,present
STU0018,2023-08-28,mentoring,late
STU0018,2023-08-31,lab,present
STU0018,2023-09-08,lecture,present
STU0018,2023-10-02,mentoring,present
STU0018,2023-10-18,mentoring,present
STU0018,2023-11-02,lecture,absent
STU0018,2023-11-13,lecture,present
STU0018,2023-11-20,lab,present
STU0018,2023-12-01,mentoring,absent
STU0018,2023-12-28,lab,present
STU0018,2024-01-30,lab,present
STU0018,2024-02-06,lecture,present
STU0018,2024-02-07,lab,present
STU0018,2024-03-29,lab,absent
STU0018,2024-04-03,lecture,present
STU0018,2024-04-30,lab,late
STU0018,2024-05-09,lab,present
STU0018,2024-07-11,lecture,late
STU0018,2024-07-15,mentoring,present
STU0018,2024-07-22,lab,absent
STU0018,2024-09-11,lecture,present
STU0018,2024-09-17,mentoring,present
STU0018,2024-09-24,lecture,present
STU0018,2024-10-04,lab,late
STU0018,2024-10-15,lecture,late
STU0018,2024-11-14,mentoring,present
STU0018,2024-11-29,lecture,present
STU0018,2024-12-13,lab,late
STU0018,2025-01-03,lecture,present
STU0018,2025-01-08,mentoring,absent
STU0018,2025-01-09,lecture,absent
STU0019,2024-02-26,mentoring,present
STU0019,2024-03-08,mentoring,present
STU0019,2024-03-25,mentoring,present
STU0019,2024-03-26,lecture,present
STU0019,2024-04-02,lecture,present
STU0019,2024-04-04,mentoring,absent
STU0019,2024-04-19,mentoring,present
STU0019,2024-04-24,mentoring,absent
STU0019,2024-05-13,lecture,present
STU0019,2024-05-22,lecture,present
STU0019,2024-08-06,mentoring,present
STU0019,2024-08-22,lecture,present
STU0019,2024-10-17,mentoring,present
STU0019,2024-10-31,lecture,absent
STU0019,2024-11-01,lab,present
STU0019,2024-11-18,lab,present
STU0019,2024-12-16,mentoring,present
STU0020,2024-09-26,lab,present
STU0020,2024-10-23,mentoring,present
STU0020,2024-11-12,mentoring,late
STU0020,2025-01-02,lab,present
STU0020,2025-01-14,lab,present
STU0021,2023-01-26,lecture,present
STU0021,2023-02-27,lab,present
STU0021,2023-03-13,mentoring,present
STU0021,2023-04-21,mentoring,present
STU0021,2023-04-27,lecture,present
STU0021,2023-05-03,mentoring,late
STU0021,2023-06-09,lab,late
STU0021,2023-07-05,mentoring,present
STU0021,2023-07-26,lab,present
STU0021,2023-07-28,lecture,present
STU0021,2023-09-15,lecture,late
STU0021,2023-09-27,lecture,present
STU0021,2023-09-28,lab,late
STU0021,2023-10-19,lecture,absent
STU0021,2023-12-27,lecture,absent
STU0021,2024-01-08,lab,late
STU0021,2024-02-27,lab,late
STU0021,2024-03-14,lab,absent
STU0021,2024-04-08,mentoring,present
STU0021,2024-04-15,lecture,present
STU0021,2024-05-09,lab,absent
STU0021,2024-05-17,lecture,present
STU0021,2024-05-24,lecture,present
STU0021,2024-06-20,lecture,present
STU0021,2024-06-25,mentoring,absent
STU0021,2024-06-28,lecture,present
STU0021,2024-08-19,lecture,present
STU0021,2024-09-12,lecture,present
STU0021,2024-09-19,mentoring,present
STU0021,2024-09-20,lecture,present
STU0021,2024-10-23,mentoring,absent
STU0021,2024-10-24,lecture,present
STU0021,2024-11-13,lab,late
STU0021,2024-11-28,lecture,present
STU0021,2024-12-13,lab,absent
STU0021,2024-12-20,lab,absent
STU0021,2025-01-08,lecture,late
STU0021,2025-01-15,lecture,present
STU0022,2023-07-19,lecture,present
STU0022,2023-07-20,lab,late
STU0022,2023-07-31,lecture,present
STU0022,2023-08-02,lab,late
STU0022,2023-08-09,mentoring,present
STU0022,2023-08-28,lab,absent
STU0022,2023-09-12,lecture,present
STU0022,2023-09-28,lab,present
STU0022,2023-10-26,mentoring,late
STU0022,2023-11-16,mentoring,present
STU0022,2023-12-01,lecture,late
STU0022,2023-12-19,lecture,present
STU0022,2024-01-16,lecture,present
STU0022,2024-01-17,lab,present
STU0022,2024-01-23,lab,late
STU0022,2024-01-30,lecture,present
STU0022,2024-03-27,lecture,late
STU0022,2024-04-18,lab,present
STU0022,2024-05-20,mentoring,absent
STU0022,2024-05-28,mentoring,present
STU0022,2024-06-11,lab,absent
STU0022,2024-06-25,lecture,late
STU0022,2024-07-09,lecture,late
STU0022,2024-09-27,lecture,present
STU0022,2024-10-17,lab,present
STU0022,2024-10-18,mentoring,present
STU0022,2024-11-01,lecture,present
STU0022,2024-11-06,mentoring,absent
STU0022,2024-11-08,lab,present
STU0022,2024-12-09,lecture,present
STU0022,2024-12-16,lecture,present
STU0023,2024-02-05,lab,present
STU0023,2024-02-06,mentoring,present
STU0023,2024-04-01,mentoring,late
STU0023,2024-04-11,mentoring,present
STU0023,2024-04-29,lab,absent
STU0023,2024-05-09,lecture,present
STU0023,2024-06-04,lab,present
STU0023,2024-06-14,lecture,absent
STU0023,2024-06-20,lab,present
STU0023,2024-07-05,mentoring,present
STU0023,2024-07-15,mentoring,present
STU0023,2024-07-30,lecture,present
STU0023,2024-08-22,lecture,present
STU0023,2024-09-17,mentoring,present
STU0023,2024-11-14,lecture,present
STU0023,2024-11-22,lecture,present
STU0023,2024-11-27,mentoring,present
STU0023,2024-11-29,lab,present
STU0023,2024-12-04,mentoring,present
STU0023,2024-12-11,lecture,absent
STU0023,2024-12-30,lab,present
STU0023,2025-01-03,mentoring,present
STU0023,2025-01-08,lab,present
STU0024,2024-08-15,lab,present
STU0024,2024-08-27,lecture,present
STU0024,2024-08-28,lab,present
STU0024,2024-09-09,lecture,present
STU0024,2024-09-11,mentoring,present
STU0024,2024-09-20,lab,present
STU0024,2024-10-17,mentoring,present
STU0024,2024-10-24,lab,present
STU0024,2024-10-31,mentoring,present
STU0024,2024-12-11,mentoring,present
STU0024,2024-12-13,lab,present
STU0024,2024-12-18,mentoring,late
STU0024,2024-12-20,lab,late
STU0024,2024-12-23,mentoring,present
STU0024,2025-01-02,lecture,present
STU0025,2023-02-08,mentoring,present
STU0025,2023-02-23,lecture,present
STU0025,2023-03-16,lab,absent
STU0025,2023-04-06,lecture,present
STU0025,2023-04-20,lab,absent
STU0025,2023-04-27,mentoring,absent
STU0025,2023-05-08,lecture,present
STU0025,2023-06-05,lecture,present
STU0025,2023-06-12,lecture,late
STU0025,2023-06-20,lecture,present
STU0025,2023-07-05,lab,present
STU0025,2023-07-20,lecture,absent
STU0025,2023-08-11,lecture,present
STU0025,2023-08-17,mentoring,late
STU0025,2023-08-18,lecture,present
STU0025,2023-08-23,lab,present
STU0025,2023-09-07,lab,present
STU0025,2023-09-25,lab,present
STU0025,2023-09-27,mentoring,present
STU0025,2023-10-10,mentoring,absent
STU0025,2023-10-11,lecture,absent
STU0025,2023-10-25,lecture,present
STU0025,2023-10-31,lecture,absent
STU0025,2023-11-13,lecture,late
STU0025,2023-11-21,lab,present
STU0025,2023-11-27,lecture,late
STU0025,2023-12-05,lecture,late
STU0025,2024-01-03,lecture,present
STU0025,2024-01-04,lab,present
STU0025,2024-01-11,mentoring,present
STU0025,2024-01-25,mentoring,present
STU0025,2024-01-30,lab,present
STU0025,2024-02-12,lecture,present
STU0025,2024-02-13,lab,present
STU0025,2024-02-21,mentoring,present
STU0025,2024-03-22,lab,present
STU0025,2024-04-08,lecture,present
STU0025,2024-05-10,mentoring,absent
STU0025,2024-05-14,lab,present
STU0025,2024-05-22,lecture,present
STU0025,2024-06-03,lecture,present
STU0025,2024-06-17,mentoring,present
STU0025,2024-06-25,lab,present
STU0025,2024-07-08,mentoring,present
STU0025,2024-07-09,lecture,present
STU0025,2024-07-15,lab,late
STU0025,2024-08-02,lab,absent
STU0025,2024-08-05,mentoring,present
STU0025,2024-08-13,mentoring,absent
STU0025,2024-08-14,lecture,absent
STU0025,2024-08-22,lecture,present
STU0025,2024-08-26,lab,present
STU0025,2024-09-02,lecture,present
STU0025,2024-09-10,lab,present
STU0025,2024-10-17,lab,present
STU0025,2024-10-21,lecture,present
STU0025,2024-12-06,lab,present
STU0025,2024-12-10,mentoring,late
STU0025,2024-12-11,lecture,present
STU0026,2023-11-06,mentoring,present
STU0026,2023-11-17,mentoring,present
STU0026,2023-12-29,lecture,present
STU0026,2024-02-01,lab,absent
STU0026,2024-02-19,lab,late
STU0026,2024-03-06,lab,present
STU0026,2024-04-01,mentoring,present
STU0026,2024-04-02,lecture,present
STU0026,2024-04-04,mentoring,present
STU0026,2024-04-30,mentoring,present
STU0026,2024-05-14,lecture,present
STU0026,2024-05-28,lab,present
STU0026,2024-06-10,lecture,present
STU0026,2024-06-18,lecture,late
STU0026,2024-07-15,lab,present
STU0026,2024-08-08,mentoring,late
STU0026,2024-09-03,lab,absent
STU0026,2024-10-02,mentoring,present
STU0026,2024-10-03,lecture,present
STU0026,2024-10-31,lab,present
STU0026,2024-11-07,lab,present
STU0026,2024-11-08,mentoring,present
STU0026,2024-11-22,lecture,absent
STU0026,2024-12-03,mentoring,present
STU0027,2024-04-11,lab,present
STU0027,2024-05-10,lecture,present
STU0027,2024-07-03,mentoring,late
STU0027,2024-07-08,lab,present
STU0027,2024-08-01,mentoring,late
STU0027,2024-08-05,lecture,present
STU0027,2024-09-18,mentoring,late
STU0027,2024-12-02,lecture,present
STU0027,2024-12-04,lab,absent
STU0027,2024-12-06,lecture,present
STU0027,2025-01-06,lab,present
STU0027,2025-01-10,lecture,present
STU0028,2024-09-04,mentoring,present
STU0028,2024-09-16,lab,present
STU0028,2024-09-23,mentoring,present
STU0028,2024-09-30,lab,late
STU0028,2024-10-14,lab,present
STU0028,2024-10-22,lecture,present
STU0028,2024-11-06,lecture,present
STU0028,2025-01-10,lab,absent
STU0028,2025-01-13,mentoring,present
STU0029,2023-02-07,mentoring,present
STU0029,2023-02-14,mentoring,absent
STU0029,2023-06-16,mentoring,present
STU0029,2023-09-04,lab,absent
STU0029,2023-09-12,lecture,present
STU0029,2023-09-14,mentoring,absent
STU0029,2023-09-18,lab,present
STU0029,2023-09-22,lab,absent
STU0029,2023-10-06,lab,present
STU0029,2023-10-18,lecture,present
STU0029,2023-10-27,lab,present
STU0029,2023-11-14,lecture,present
STU0029,2023-11-27,lab,present
STU0029,2023-12-12,lecture,present
STU0029,2023-12-15,lecture,present
STU0029,2024-01-23,mentoring,present
STU0029,2024-02-02,mentoring,present
STU0029,2024-02-06,lecture,present
STU0029,2024-04-17,lecture,late
STU0029,2024-05-13,mentoring,late
STU0029,2024-06-26,mentoring,present
STU0029,2024-07-05,lecture,present
STU0029,2024-07-10,lecture,present
STU0029,2024-07-23,lecture,present
STU0029,2024-07-25,lab,present
STU0029,2024-08-19,lab,present
STU0029,2024-09-11,lecture,present
STU0029,2024-09-27,mentoring,present
STU0029,2024-10-11,mentoring,present
STU0029,2024-10-18,lecture,late
STU0029,2024-10-28,mentoring,present
STU0029,2024-10-29,lecture,late
STU0029,2024-11-18,lecture,absent
STU0029,2024-11-28,lecture,present
STU0029,2024-12-13,lab,late
STU0030,2023-08-22,lecture,present
STU0030,2023-09-01,lab,absent
STU0030,2023-09-04,mentoring,present
STU0030,2023-09-20,lab,absent
STU0030,2023-10-13,lab,late
STU0030,2023-10-27,lab,present
STU0030,2023-11-02,lecture,late
STU0030,2023-11-07,lab,present
STU0030,2024-01-19,lab,late
STU0030,2024-01-25,lecture,present
STU0030,2024-02-08,lecture,late
STU0030,2024-03-21,lecture,present
STU0030,2024-04-01,lecture,late
STU0030,2024-05-06,lecture,present
STU0030,2024-06-04,mentoring,present
STU0030,2024-06-20,lab,present
STU0030,2024-06-28,mentoring,absent
STU0030,2024-07-10,lab,absent
STU0030,2024-07-22,mentoring,present
STU0030,2024-09-19,mentoring,present
STU0030,2024-10-24,mentoring,present
STU0030,2024-10-28,lab,present
STU0030,2024-11-13,lab,late
STU0030,2024-11-21,mentoring,present
STU0030,2024-12-04,lecture,late
STU0030,2024-12-10,lecture,present
STU0030,2024-12-24,lab,present
STU0030,2024-12-25,mentoring,present
STU0031,2024-02-12,lab,present
STU0031,2024-02-22,lab,absent
STU0031,2024-02-27,lecture,absent
STU0031,2024-04-04,lab,present
STU0031,2024-04-09,lab,present
STU0031,2024-04-11,lecture,present
STU0031,2024-05-01,mentoring,present
STU0031,2024-05-07,lab,late
STU0031,2024-06-10,lecture,present
STU0031,2024-06-20,lab,present
STU0031,2024-07-23,lecture,present
STU0031,2024-08-06,mentoring,present
STU0031,2024-09-12,lecture,present
STU0031,2024-10-01,lecture,present
STU0031,2024-10-07,lecture,present
STU0031,2024-12-04,lecture,present
STU0031,2025-01-07,lecture,present
STU0032,2024-08-07,lecture,present
STU0032,2024-08-20,mentoring,present
STU0032,2024-09-20,mentoring,present
STU0032,2024-09-23,lecture,absent
STU0032,2024-10-16,mentoring,absent
STU0032,2024-10-22,mentoring,late
STU0032,2024-11-05,lecture,absent
STU0032,2024-11-08,lab,present
STU0032,2024-12-16,lab,late
STU0033,2023-02-17,lab,late
STU0033,2023-02-22,lab,present
STU0033,2023-03-23,lecture,absent
STU0033,2023-03-28,lab,present
STU0033,2023-04-03,lab,present
STU0033,2023-04-20,mentoring,present
STU0033,2023-05-08,lab,absent
STU0033,2023-05-10,lecture,present
STU0033,2023-06-15,mentoring,present
STU0033,2023-07-04,lab,absent
STU0033,2023-08-01,lecture,present
STU0033,2023-08-22,mentoring,present
STU0033,2023-09-08,lab,present
STU0033,2023-10-11,lab,present
STU0033,2023-12-08,lab,present
STU0033,2023-12-14,lecture,absent
STU0033,2024-02-01,mentoring,absent
STU0033,2024-02-07,lecture,present
STU0033,2024-02-14,lecture,late
STU0033,2024-03-27,lecture,present
STU0033,2024-03-29,mentoring,present
STU0033,2024-05-07,lecture,present
STU0033,2024-05-16,mentoring,present
STU0033,2024-06-03,lab,late
STU0033,2024-06-06,lecture,present
STU0033,2024-06-18,lab,present
STU0033,2024-07-04,lecture,present
STU0033,2024-09-06,lab,present
STU0033,2024-10-04,lab,present
STU0033,2024-10-21,mentoring,present
